id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03110004590,110/06/02,臺南市政府,110年慶祝天上聖母聖誕千秋慶典活動,110/05/24,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺南市政府輔導宗教團體興辦公益慈善及社會教化事業補助作業要點第3點,陳秋宏,臺南市議會,市議員,下橋頭朝安宮,13272412,陳秋宏,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03111003621,111/04/25,臺南市政府,111年慶祝天上聖母聖誕千秋慶典,111/04/12,公職人員之關係人,"30,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺南市政府輔導宗教團體興辦公益慈善及社會教化事業補助作業要點第3點,陳秋宏,臺南市議會,議員,下橋頭朝安宮,13272412,陳秋宏,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
