id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03109007360,109/10/19,桃園市大園區公所,大海社區發展協會辦理「109年度社區里民親子健行暨社會福利宣導活動」,109/11/21,公職人員之關係人,"30,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園國際機場回饋金補助申請計畫之審查原則,徐其萬,桃園市議會,市議員,,,,公職人員之二親等以內親屬。稱謂：妹
AA03109007450,109/10/22,桃園市大園區公所,109年度績優社區觀摩暨社會救助福利服務宣導活動,109/11/29,公職人員之關係人,"40,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園國際機場回饋金補助申請計畫之審查原則,徐其萬,桃園市議會,議員,,,,公職人員之二親等以內親屬。稱謂：妹
AA03109007460,109/10/22,桃園市大園區公所,樂活大海班隊成果發表活動,109/12/02,公職人員之關係人,"25,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園國際機場回饋金補助申請計畫之審查原則,徐其萬,桃園市大園區公所,市議員,,,,公職人員之二親等以內親屬。稱謂：妹
AA03109008104,109/11/18,桃園市政府社會局,辦理「大園區祈安求福遶境暨老人福利宣導活動」,109/11/13,公職人員之關係人,"150,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,游吾和,桃園市議會,議員,桃園市大園區感天行善協會,26142905,游吾和,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110001380,110/02/05,桃園市政府社會局,109年度冬令救濟。寒冬送暖暨關懷弱勢宣導活動,110/01/25,公職人員之關係人,"180,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,游吾和,桃園市議會,議員,桃園市大園區感天行善協會,26142905,游吾和,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110001560,110/03/02,桃園市大園區公所,內海社區發展協會辦理「110年度績優社區觀摩研習活動」,110/06/19,公職人員本人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,4,徐其萬,桃園市議會,議員,,,,
AA03110002091,110/03/24,桃園市大園區公所,110年度成長教室土風舞社團研習活動,110/05/10,公職人員之關係人,"30,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,4,徐其萬,桃園市議會,議員,,,,公職人員之二親等以內親屬。稱謂：妹
AA03110002621,110/04/08,桃園市政府社會局,110年度績優社區觀摩研習活動,110/03/24,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第35點規定,徐其萬,桃園市議會,議員,桃園市大園區內海社區發展協會,17433327,許忠信,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：常務監事"
AA03110002631,110/04/08,桃園市政府社會局,110年度大海社區成長教室(瑜珈、氣功)研習活動,110/03/04,公職人員之關係人,"40,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第35點規定,徐其萬,桃園市議會,議員,桃園市大園區大海社區發展協會,30144399,李文登,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；妹妹；徐麗美 擔任 相類似職務：常務理事"
AA03110003105,110/04/20,桃園市政府社會局,樂活大海創意技能活動,110/03/08,公職人員之關係人,"40,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第35點規定,徐其萬,桃園市議會,議員,桃園市大園區大海社區發展協會,30144399,李文登,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；妹妹；徐麗美 擔任 相類似職務：常務理事"
AA03110004091,110/05/13,桃園市政府社會局,110年理事長盃槌球邀請賽暨老人福利宣導活動,110/05/03,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,徐其萬,桃園市議會,市議員,桃園市大園區槌球促進會,29297706,徐其萬,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110006132,110/10/14,桃園市大園區公所,110年度績優社區觀摩暨社會救助福利服務宣導活動,110/11/26,公職人員之關係人,"95,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園國際機場回饋金補助申請計畫之審查原則,徐其萬,桃園市議會,議員,徐麗美,30144399,李文登,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；妹；徐麗美 擔任 相類似職務：常務理事"
AA03111000830,111/01/14,桃園市政府社會局,111年度老人福利宣導暨服務關懷身障長者活動,111/01/12,公職人員之關係人,"24,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,徐其萬,桃園市議會,市議員,桃園市大園區槌球促進會,29297706,徐其萬,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111001331,111/01/25,桃園市大園區公所,111年度績優社區觀摩暨社會救助福利服務宣導活動,111/03/20,公職人員之關係人,"95,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園國際機場回饋金補助申請計畫之審查原則,徐其萬,桃園市議會,市議員,大園區大海社區發展協會,30144399,李文登,"關係人屬：非營利法人，係由 ： 公職人員二親等以內親屬；妹；徐麗美 擔任 相類似職務：常務理事"
AA03111002061,111/03/02,桃園市大園區公所,111年度績優社區觀摩研習活動,111/04/23,公職人員本人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園國際機場回饋金補助申請計畫之審查原則,徐其萬,桃園市議會,議員,,,,
AA03111003222,111/04/08,桃園市政府社會局,111年度績優社區觀摩研習活動,111/03/21,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第36點規定,徐其萬,桃園市議會,議員,桃園市大園區內海社區發展協會,17433327,許忠信,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：常務監事"
AA03111005451,111/07/25,桃園市大園區公所,111年度成長教室土風舞社團研習活動,111/08/22,公職人員之關係人,"30,000",第3款：對公職人員之關係人禁止其補助反不利於公共利益且經補助法令主管機關核定同意之補助。,桃園國際機場回饋金補助申請計畫之審查原則,徐其萬,桃園市議會,市議員,桃園市大海社區發展協會,30144399,李文登,"關係人屬：非營利法人，係由 ： 公職人員二親等以內親屬；妹；徐麗美 擔任 相類似職務：常務理事"
AA03111005740,111/08/15,桃園市大園區公所,慶祝111年度中秋節聯歡晚會暨節能減碳宣導,111/09/10,公職人員本人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園國際機場回饋金補助申請計畫之審查原則,徐其萬,桃園市大園區公所,議員,,,,
AA03111006501,111/09/08,桃園市政府社會局,111年度大海社區成長教室(瑜珈、氣功)研習活動,111/08/22,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第36條,徐其萬,桃園市政府社會局,市議員,桃園市大園區大海社區發展協會,30144399,李文登,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；兄妹；徐麗美 擔任 相類似職務：常務理事"
AA03111006511,111/09/08,桃園市政府社會局,桃園市大園區大海社區發展協會111年度中秋聯歡晚會暨社會福利宣導活動,111/08/18,公職人員之關係人,"40,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第36條,徐其萬,桃園市政府社會局,市議員,桃園市大園區大海社區發展協會,30144399,李文登,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；兄妹；徐麗美 擔任 相類似職務：常務理事"
