id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03109008760,109/12/11,雲林縣麥寮鄉公所,中秋節團圓笑博狀元郎,109/10/30,公職人員本人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,公職人員利益衝突迴避法,吳宗典,雲林縣麥寮鄉公所,代表,,,,
AA03109008770,109/12/11,雲林縣麥寮鄉公所,繪聲繪贏爸氣十足彩繪樂翻天,109/09/30,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,公職人員利益衝突迴避法,吳宗典,雲林縣麥寮鄉公所,代表,雲林縣親子成長教育協會,,吳宗典,"關係人屬：非法人團體，係由 ： 公職人員本人"
