id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03110000690,110/01/19,行政院農業委員會農田水利署,「強化灌溉用水利用效率」計畫,110/01/01,公職人員本人,"2,425,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,行政院農業委員會一般農業科技計畫補助作業要點,黃世杰,立法院,立法委員,,,,
AA03110000711,110/01/20,行政院農業委員會農田水利署,「推動多元農業灌溉技術」計畫,110/01/01,公職人員本人,"7,540,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,行政院農業委員會一般農業科技計畫補助作業要點,黃世杰,立法院,立法委員,,,,
