id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03111003490,111/04/14,嘉義縣政府社會局,牛在你身邊,111/04/01,公職人員之關係人,"48,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,利衝法第3條第1項,姜梅紅,嘉義縣議會,議員,,,,公職人員之配偶或共同生活之家屬
AA03111005122,111/07/07,嘉義縣政府社會局,防治兒少藥物濫用行動電影車課程,111/06/14,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,公職人員利益衝突迴避法,黃嫈珺,嘉義縣議會,議員,嘉義縣護小草成長協會,81708808,黃瑛珺,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事長"
