type,area,candidate,party,election_id,election
直轄市議員,臺北市第2選舉區,李彥秀,中國國民黨,62053d4e-8e68-47bd-a479-1619acb5b862,臺北市|第02選區
直轄市議員,臺北市第2選舉區,陳宥丞,台灣民眾黨,62053d4e-8e68-47bd-a479-1619acb5b862,臺北市|第02選區
直轄市議員,臺北市第2選舉區,吳世正,中國國民黨,62053d4e-8e68-47bd-a479-1619acb5b862,臺北市|第02選區
直轄市議員,臺北市第2選舉區,吳欣岱,台灣基進,62053d4e-8e68-47bd-a479-1619acb5b862,臺北市|第02選區
直轄市議員,臺北市第2選舉區,劉榮之,新黨,62053d4e-8e68-47bd-a479-1619acb5b862,臺北市|第02選區
直轄市議員,臺北市第3選舉區,詹為元,中國國民黨,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,林柏勛,時代力量,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,許淑華,民主進步黨,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,許家蓓,民主進步黨,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,秦慧珠,中國國民黨,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,楊寶楨,台灣民眾黨,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,張文潔,民主進步黨,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,徐巧芯,中國國民黨,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,洪健益,民主進步黨,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,戴錫欽,中國國民黨,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,王鴻薇,中國國民黨,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,高毓安,無,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,吳崢,無,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,吳蕚洋,無,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,洪士奇,無,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第3選舉區,郭榮先,新黨,62053cb1-06f8-41e6-bd74-1619acb5b862,臺北市|第03選區
直轄市議員,臺北市第4選舉區,柳采葳,中國國民黨,62053ce1-4670-42a8-9b13-1619acb5b862,臺北市|第04選區
直轄市議員,臺北市第4選舉區,梁文傑,民主進步黨,62053ce1-4670-42a8-9b13-1619acb5b862,臺北市|第04選區
直轄市議員,臺北市第4選舉區,王世堅,民主進步黨,62053ce1-4670-42a8-9b13-1619acb5b862,臺北市|第04選區
直轄市議員,臺北市第4選舉區,顏若芳,民主進步黨,62053ce1-4670-42a8-9b13-1619acb5b862,臺北市|第04選區
直轄市議員,臺北市第4選舉區,林珍羽,台灣民眾黨,62053ce1-4670-42a8-9b13-1619acb5b862,臺北市|第04選區
直轄市議員,臺北市第4選舉區,連紹傑,小民參政歐巴桑聯盟,62053ce1-4670-42a8-9b13-1619acb5b862,臺北市|第04選區
直轄市議員,臺北市第4選舉區,林婕麗,新黨,62053ce1-4670-42a8-9b13-1619acb5b862,臺北市|第04選區
直轄市議員,臺北市第4選舉區,葉林傳,中國國民黨,62053ce1-4670-42a8-9b13-1619acb5b862,臺北市|第04選區
直轄市議員,臺北市第4選舉區,林亮君,無,62053ce1-4670-42a8-9b13-1619acb5b862,臺北市|第04選區
直轄市議員,臺北市第4選舉區,徐千淳,時代力量,62053ce1-4670-42a8-9b13-1619acb5b862,臺北市|第04選區
直轄市議員,臺北市第4選舉區,陳怡君,民主進步黨,62053ce1-4670-42a8-9b13-1619acb5b862,臺北市|第04選區
直轄市議員,臺北市第4選舉區,陳炳甫,中國國民黨,62053ce1-4670-42a8-9b13-1619acb5b862,臺北市|第04選區
直轄市議員,臺北市第4選舉區,高世俊,中國國民黨,62053ce1-4670-42a8-9b13-1619acb5b862,臺北市|第04選區
直轄市議員,臺北市第5選舉區,曾琳詒,台灣動物保護黨,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,郭智亭,無,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,吳志剛,中國國民黨,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,邵維倫,民主進步黨,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,吳怡萱,台灣民眾黨,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,張榮法,新黨,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,洪婉臻,民主進步黨,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,鍾小平,中國國民黨,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,吳沛憶,民主進步黨,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,郭昭巖,中國國民黨,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,劉耀仁,民主進步黨,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,李有宜,無,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,應曉薇,中國國民黨,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,徐立信,無,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,李菁琪,綠黨,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,謝和弦,無,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,陳樹霖,無,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,王麒傑,無,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第5選舉區,呂增塔,無,62053cf2-7514-41fb-82cf-1619acb5b862,臺北市|第05選區
直轄市議員,臺北市第6選舉區,華珮君,台灣動物保護黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,楊植斗,中國國民黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,趙怡翔,民主進步黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,張四維,無,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,鄭建炘,臺灣人民共產黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,陳聖文,民主進步黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,王閔生,民主進步黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,高揚凱,中國國民黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,簡舒培,民主進步黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,蘇恆,無,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,張幸松,台灣民眾黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,曾獻瑩,無,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,陳錦祥,中國國民黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,詹晉鑒,民主進步黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,林泓泰,時代力量,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,李柏毅,中國國民黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,張志豪,台灣民眾黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,耿葳,中國國民黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,徐弘庭,中國國民黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,苗博雅,社會民主黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,王欣儀,中國國民黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,鄭淑娟,無,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,林穎孟,無,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,鍾沛君,中國國民黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,林岳龍,新黨,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,林元敏,無,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第6選舉區,徐正文,無,62053cce-f040-48ca-878e-1619acb5b862,臺北市|第06選區
直轄市議員,臺北市第7選舉區,李芳儒,中國國民黨,62053cb0-d278-4357-9ff6-1619acb5b862,臺北市|第07選區
直轄市議員,臺北市第7選舉區,吳郁瑾SawmahKawlo,民主進步黨,62053cb0-d278-4357-9ff6-1619acb5b862,臺北市|第07選區
直轄市議員,臺北市第8選舉區,陳慧君Mulas.Ismahasan,民主進步黨,62053cb0-a0a8-4ebf-8d20-1619acb5b862,臺北市|第08選區
直轄市議員,臺北市第8選舉區,高為人SayunWatan,無,62053cb0-a0a8-4ebf-8d20-1619acb5b862,臺北市|第08選區
直轄市議員,臺北市第8選舉區,李傅中武,中國國民黨,62053cb0-a0a8-4ebf-8d20-1619acb5b862,臺北市|第08選區
直轄市議員,新北市第1選舉區,蔡錦賢,無黨團結聯盟,62054012-8d18-43a0-af3f-1619acb5b862,新北市|第01選區
直轄市議員,新北市第1選舉區,陳靜儀,台灣民眾黨,62054012-8d18-43a0-af3f-1619acb5b862,新北市|第01選區
直轄市議員,新北市第1選舉區,陳偉杰,中國國民黨,62054012-8d18-43a0-af3f-1619acb5b862,新北市|第01選區
直轄市議員,新北市第1選舉區,鄭宇恩,民主進步黨,62054012-8d18-43a0-af3f-1619acb5b862,新北市|第01選區
直轄市議員,新北市第1選舉區,陳家琪,中國國民黨,62054012-8d18-43a0-af3f-1619acb5b862,新北市|第01選區
直轄市議員,新北市第1選舉區,彭莉惠,民主進步黨,62054012-8d18-43a0-af3f-1619acb5b862,新北市|第01選區
直轄市議員,新北市第2選舉區,黃琦翔,台灣民眾黨,62053fb1-9d04-4c10-b018-1619acb5b862,新北市|第02選區
直轄市議員,新北市第2選舉區,賴秋媚,民主進步黨,62053fb1-9d04-4c10-b018-1619acb5b862,新北市|第02選區
直轄市議員,新北市第2選舉區,李宇翔,民主進步黨,62053fb1-9d04-4c10-b018-1619acb5b862,新北市|第02選區
直轄市議員,新北市第2選舉區,蔡淑君,中國國民黨,62053fb1-9d04-4c10-b018-1619acb5b862,新北市|第02選區
直轄市議員,新北市第2選舉區,陳明義,中國國民黨,62053fb1-9d04-4c10-b018-1619acb5b862,新北市|第02選區
直轄市議員,新北市第2選舉區,董俊宏,台灣基進,62053fb1-9d04-4c10-b018-1619acb5b862,新北市|第02選區
直轄市議員,新北市第2選舉區,郭原佑,無,62053fb1-9d04-4c10-b018-1619acb5b862,新北市|第02選區
直轄市議員,新北市第2選舉區,宋明宗,中國國民黨,62053fb1-9d04-4c10-b018-1619acb5b862,新北市|第02選區
直轄市議員,新北市第3選舉區,吳香君,時代力量,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,鍾宏仁,民主進步黨,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,翁震州,民主進步黨,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,黃聖超,中國國民黨,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,何淑峯,民主進步黨,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,林秉宥,民主進步黨,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,陳世軒,台灣民眾黨,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,何語蓉,小民參政歐巴桑聯盟,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,蔣根煌,中國國民黨,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,郭岱軒,無,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,陳聰吉,無,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,邱吉均,無,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,張志宏,無,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,陳科名,無,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,蔡健棠,中國國民黨,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,戴湘儀,中國國民黨,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,許明偉,無,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第3選舉區,陳炫銘,無,62054a5f-defc-49b0-b8a0-1cfe0a8c0003,新北市|第03選區
直轄市議員,新北市第4選舉區,王景弘,時代力量,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,黃桂蘭,中國國民黨,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,陳啟能,民主進步黨,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,彭佳芸,民主進步黨,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,李翁月娥,無,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,邱婷蔚,民主進步黨,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,顏蔚慈,民主進步黨,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,李余典,民主進步黨,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,林鼎超,中國國民黨,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,李倩萍,民主進步黨,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,陳宛毓,小民參政歐巴桑聯盟,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,陳俊霖,台灣民眾黨,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,吳訓孝,中國國民黨,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,董俊良,新黨,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,吳建智,無,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第4選舉區,王威元,中國國民黨,62053f47-6a3c-4688-9966-1619acb5b862,新北市|第04選區
直轄市議員,新北市第5選舉區,吳達偉,台灣民眾黨,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,林國春,中國國民黨,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,顏維勲,無,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,曾煥嘉,中國國民黨,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,黃俊哲,民主進步黨,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,李婉鈺,無,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,山田摩衣,民主進步黨,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,戴瑋姍,民主進步黨,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,黃淑君,民主進步黨,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,石一佑,民主進步黨,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,王淑慧,無,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,張淑惠,小民參政歐巴桑聯盟,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,張家維,無,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,周勝考,中國國民黨,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,劉美芳,中國國民黨,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,郭柏成,無,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,阮橋本,無,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,彭盛韶,時代力量,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,陳玉鳳,中國和平統一黨,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,葉元之,中國國民黨,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第5選舉區,廖裕德,無黨團結聯盟,62053f1a-f714-4601-a7b2-1619acb5b862,新北市|第05選區
直轄市議員,新北市第6選舉區,張嘉玲,民主進步黨,62053f77-0404-4885-a40e-1619acb5b862,新北市|第06選區
直轄市議員,新北市第6選舉區,王如意,台灣民眾黨,62053f77-0404-4885-a40e-1619acb5b862,新北市|第06選區
直轄市議員,新北市第6選舉區,張維倩,民主進步黨,62053f77-0404-4885-a40e-1619acb5b862,新北市|第06選區
直轄市議員,新北市第6選舉區,陳逸展,無,62053f77-0404-4885-a40e-1619acb5b862,新北市|第06選區
直轄市議員,新北市第6選舉區,張志豪,民主進步黨,62053f77-0404-4885-a40e-1619acb5b862,新北市|第06選區
